"https://winnipeg.ca/police/press/2021/01jan/2021_01_31.stm"|"January 31, 2021"|"Break & Enters Arrest: C20-299084"|"Stabbing Investigation: C21-23504"|"Stabbing Investigation: C21-24069"|"Stabbing Investigation: C21-24236"|"Suspicious Death Investigation: C21-24453"
"https://winnipeg.ca/police/press/2021/03mar/2021_03_11.stm"|"March 11, 2021"|"Homicide Update: C21-54053"
"https://winnipeg.ca/police/press/2021/03mar/2021_03_10.stm"|"March 10, 2021"|"Motor Vehicle Collision Investigation: C21-53970"|"Homicide Investigation: C21-54053"
"https://winnipeg.ca/police/press/2021/03mar/2021_03_08.stm"|"March 8, 2021"|"Homicide Update: C21-49918"|"Weapons Arrest: C21-51075"|"Weapons Arrest: C21-51476"|"Community Notification"
"https://winnipeg.ca/police/press/2021/03mar/2021_03_05.stm"|"March 5, 2021"|"Homicide Investigation: C21-4991"
"https://winnipeg.ca/police/press/2021/03mar/2021_03_04.stm"|"March 4, 2021"|"Weapons Arrest: C21-47626"|"Motor Vehicle Collision Fatal: C21-49223"
"https://winnipeg.ca/police/press/2021/03mar/2021_03_01.stm"|"March 1, 2021"|"Fraud Prevention Month"|"Fraud Investigation: C21-45651"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_30.stm"|"April 30, 2021"|"Robbery with weapon Investigation: C21-94789"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_29.stm"|"April 29, 2021"|"Project Gold Dust Arrests Update"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_28.stm"|"April 28, 2021"|"Homicide Update Arrest: C20-242271"|"Weapons Arrests: C21-93546"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_25.stm"|"April 25, 2021"|"Sudden Death Investigation: C21-75655"|"Stolen Vehicle/Impaired Driving Arrest: C21-91298"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_24.stm"|"April 24, 2021"|"Shooting Investigation: C21-90695"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_23.stm"|"April 23, 2021"|"U.S. Counterfeit Money Scam Public Advisory: E21-7226"|"Fake Alprazolam Pills Found to Contain Other Drugs Public Advisory"|"Shooting Investigation: C21-89924"|"Stabbing Investigation: C21-89770"|"Arson Arrest: C20-39822"|"Drug Offence Arrests: C21-89046"|"Traffic Division urges motorists to be responsible, respectful on roadways"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_22.stm"|"April 22, 2021"|"Assault with a Weapon Investigation: C21-88749"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_20.stm"|"April 20, 2021"|"Project Matriarch Arrests: R20-33150"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_19.stm"|"April 19, 2021"|"Homicide Investigation Update: C21-84567"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_18.stm"|"April 18, 2021"|"Homicide Investigation: C21-84567"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_16.stm"|"April 16, 2021"|"Package Thefts Arrests: C21-82784"|"Theft from Mail Arrest: R21-0016878"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_15.stm"|"April 15, 2021"|"Break and Enters Arrests: C21-65977"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_12.stm"|"April 12, 2021"|"Shooting & Stabbings Investigations"|"Suspicious Circumstances Investigations: C21-80068"|"Shooting Investigation: C21-71216"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_09.stm"|"April 9, 2021"|"Robbery with Firearm Arrest: C21-77353"|"Robbery and Firearm Arrest: C21-77446 / 45330 / 49033"|"Firearm and Drug Trafficking Arrest: C21-78205"|"Firearm and Drugs Arrest: C21-77862"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_08.stm"|"April 8, 2021"|"Assault Arrest: C21-76807"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_07.stm"|"April 7, 2021"|"Homicide Public Assistance: C20-202793"|"Firearm and Drug Trafficking Arrests: C21-75658"|"Motor Vehicle Collision Road Closure: C21-76466"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_06.stm"|"April 6, 2021"|"Attempt Abduction Arrest: C21- 75195"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_05.stm"|"April 5, 2021"|"Robbery Arrests: C21-74866"|"Impaired Driving/Firearm Arrest: C21-74286"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_04.stm"|"April 4, 2021"|"Shooting Update/Arrests: C19-214390"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_03.stm"|"April 3, 2021"|"Robberies Update/Public Assistance Requested: C21-71469"
"https://winnipeg.ca/police/press/2021/04apr/2021_04_01.stm"|"April 1, 2021"|"Robberies Arrests: C21-71469"
"https://winnipeg.ca/police/press/2021/05may/2021_05_31.stm"|"May 31, 2021"|"Homicide Investigation/Arrest: C21-121603"|"Firearms Incident Arrest: C21-122302"|"Break & Enters Arrest: C21-121313"|"Stabbings Arrests/Investigations"
"https://winnipeg.ca/police/press/2021/05may/2021_05_28.stm"|"May 28, 2021"|"Missing Person Cherish HarperÂ  C21-118878"|"Homicide Public Assistance: C20-202793"
"https://winnipeg.ca/police/press/2021/05may/2021_05_27.stm"|"May 27, 2021"|"Serious Assault Arrest: C21-109475"
"https://winnipeg.ca/police/press/2021/05may/2021_05_26.stm"|"May 26, 2021"|"Homicide Update: C21-118058"
"https://winnipeg.ca/police/press/2021/05may/2021_05_25.stm"|"May 25, 2021"|"Stabbings Investigations"|"Homicide Investigation: C21-116753"|"Homicide Investigation: C21-118058"
"https://winnipeg.ca/police/press/2021/05may/2021_05_22.stm"|"May 22, 2021"|"Homicide Investigation: C21-114204"|"Assault with a Weapon Arrest: C21-114930"|"Community Notification"
"https://winnipeg.ca/police/press/2021/05may/2021_05_21.stm"|"May 21, 2021"|"Weapons Incident Investigation: C21-113805"
"https://winnipeg.ca/police/press/2021/05may/2021_05_20.stm"|"May 20, 2021"|"Homicide Investigation: C21-112783"|"Assistance/Rescue: C21-113751"
"https://winnipeg.ca/police/press/2021/05may/2021_05_19.stm"|"May 19, 2021"|"Homicide Investigation: C21-112783"|"Community Exploitation Initiative"|"Traffic Pursuit Arrest: C21-112605"
"https://winnipeg.ca/police/press/2021/05may/2021_05_17.stm"|"May 17, 2021"|"Drug Investigation: C21-109288"|"Serious Assault Investigation: C21-109475"
"https://winnipeg.ca/police/press/2021/05may/2021_05_14.stm"|"May 13, 2021"|"Executive Leadership Announcement"
"https://winnipeg.ca/police/press/2021/05may/2021_05_13.stm"|"May 13, 2021"|"Wanted Male Public Assistance Requested: C21-96951"
"https://winnipeg.ca/police/press/2021/05may/2021_05_12.stm"|"May 12, 2021"|"Robbery Arrest: C21-103612"
"https://winnipeg.ca/police/press/2021/05may/2021_05_11.stm"|"May 11, 2021"|"Firearm Arrest: C21-104907"|"Assault Arrest: C21-104036"|"Homicide Public Assistance: C21-104380"
"https://winnipeg.ca/police/press/2021/05may/2021_05_10.stm"|"May 10, 2021"|"Break and Enters Arrests: C21-75727"
"https://winnipeg.ca/police/press/2021/05may/2021_05_08.stm"|"May 8, 2021"|"Fatal Motor Vehicle Collision: C21-102276"
"https://winnipeg.ca/police/press/2021/05may/2021_05_07.stm"|"May 7, 2021"|"Commercial Armed Robbery Investigation: C21-101269"|"Suspicious Incident Public Advisory: C21-100117"
"https://winnipeg.ca/police/press/2021/05may/2021_05_06.stm"|"May 6, 2021"|"Sexual Assault Arrest: C21- 87759 & C21-74760"
"https://winnipeg.ca/police/press/2021/05may/2021_05_05.stm"|"May 5, 2021"|"Aggravated Assault Arrests: C21-99427"
"https://winnipeg.ca/police/press/2021/05may/2021_05_04.stm"|"May 4, 2021"|"Stabbings Investigations"|"Weapons Incident at HQ Arrest: C21-98354"|"Found Urn Public Assistance Requested: C21-98212"
"https://winnipeg.ca/police/press/2021/05may/2021_05_03.stm"|"May 3, 2021"|"Robbery with a Firearm Investigation: C21-96951"|"Firearm & Drug Offences Arrests: C21-89046"|"Assault Police Officer Arrest: C21-97577"
"https://winnipeg.ca/police/press/2021/06june/2021_06_30.stm"|"June 30, 2021"|"Motorcycle Theft Public Advisory"
"https://winnipeg.ca/police/press/2021/06june/2021_06_29.stm"|"June 29, 2021"|"Robberies Arrest: C21-139599"
"https://winnipeg.ca/police/press/2021/06june/2021_06_25.stm"|"June 25, 2021"|"Point Firearm Public Assistance: C21-75434"
"https://winnipeg.ca/police/press/2021/06june/2021_06_24.stm"|"June 24, 2021"|"Firearms and Drugs Arrests"
"https://winnipeg.ca/police/press/2021/06june/2021_06_23.stm"|"June 23, 2021"|"Homicide Arrest: C21-84567"
"https://winnipeg.ca/police/press/2021/06june/2021_06_22.stm"|"June 22, 2021"|"Homicide Arrest: C21-141067"
"https://winnipeg.ca/police/press/2021/06june/2021_06_21.stm"|"June 21, 2021"|"Homicide Arrest: C21-138928"
"https://winnipeg.ca/police/press/2021/06june/2021_06_19.stm"|"June 19, 2021"|"Homicide Investigation: C21-141067"
"https://winnipeg.ca/police/press/2021/06june/2021_06_18.stm"|"June 18, 2021"|"Robbery with Firearm Arrest: C21-129472 / 138790"
"https://winnipeg.ca/police/press/2021/06june/2021_06_17.stm"|"June 17, 2021"|"Homicide Investigation: C21-138928"
"https://winnipeg.ca/police/press/2021/06june/2021_06_16.stm"|"June 16, 2021"|"Homicide Arrest: C21-137754"|"Fraud Alert"
"https://winnipeg.ca/police/press/2021/06june/2021_06_15.stm"|"June 15, 2021"|"Homicide Public Assistance: C21-118058"|"Firearm Arrest: C21-137162"|"Fatal Motor Vehicle Collision Investigation: C21-137754"
"https://winnipeg.ca/police/press/2021/06june/2021_06_14.stm"|"June 14, 2021"|"Homicide Public Assistance: C21-118058"|"Shooting Investigation: C21-137199"
"https://winnipeg.ca/police/press/2021/06june/2021_06_12.stm"|"June 12, 2021"|"Assault: C21-135522"
"https://winnipeg.ca/police/press/2021/06june/2021_06_11.stm"|"June 11, 2021"|"Homicide, No Charges Arrest: C21-114930"|"Homicide Arrest: C21-132929"|"2020-2021 School Safety Patrol Awards"
"https://winnipeg.ca/police/press/2021/06june/2021_06_10.stm"|"June 10, 2021"|"Homicide Investigation: C21-132929"|"Stabbing Investigation: C21-132964"|"Assault with a Firearm Investigation: C21-132989"|"Theft of Emergency Vehicle Arrest: C21-132472"
"https://winnipeg.ca/police/press/2021/06june/2021_06_09.stm"|"June 9, 2021"|"Homicide Arrests: C21-114204"|"Firearm Arrest: C21-131116/C21-131112"
"https://winnipeg.ca/police/press/2021/06june/2021_06_08.stm"|"June 8, 2021"|"Statement To Our Community"
"https://winnipeg.ca/police/press/2021/06june/2021_06_07.stm"|"June 7, 2021"|"Assault Police Officer Arrest: C21-128942"|"Weapons Arrest: C21-129878"
"https://winnipeg.ca/police/press/2021/06june/2021_06_05.stm"|"June 5, 2021"|"MVC Police Unit & Motorcycle: C21-128173"|"Commercial Robberies Arrests: C21-126153"
"https://winnipeg.ca/police/press/2021/06june/2021_06_04.stm"|"June 4, 2021"|"Human Remains Identified Investigation: C09-226325"|"Motor Vehicle Collision: C21-127193"|"CALEA Accreditation Process"
"https://winnipeg.ca/police/press/2021/06june/2021_06_03.stm"|"June 3, 2021"|"Assault Peace Officer Arrest: C21-125997"|"Robbery Arrest: C21-126043"|"Firearm Arrest: C21-126280"|"Homicide Arrest: C20-302802"
"https://winnipeg.ca/police/press/2021/06june/2021_06_02.stm"|"June 2, 2021"|"Clandestine Lab Arrest: C21-124292"|"Fatal MVC Arrest: C20-181616"
"https://winnipeg.ca/police/press/2021/06june/2021_06_01.stm"|"June 1, 2021"|"Assault with a Weapon Arrest: C21-124332"
"https://winnipeg.ca/police/press/2021/07july/2021_07_31.stm"|"July 31, 2021"|"Homicide Update Arrest: C21-174884"|"Shooting Public Assistance: C21-176729"
"https://winnipeg.ca/police/press/2021/07july/2021_07_30.stm"|"July 30, 2021"|"Community Notification - Cecil Junior Houle"|"Community Notification"|"Background information:"
"https://winnipeg.ca/police/press/2021/07july/2021_07_29.stm"|"July 29, 2021"|"Graffiti Public Assistance: C21-169123"|"Aggravated Assault Public Assistance: C21-164785"
"https://winnipeg.ca/police/press/2021/07july/2021_07_28.stm"|"July 28, 2021"|"Homicide Investigation: C21-174884"
"https://winnipeg.ca/police/press/2021/07july/2021_07_27.stm"|"July 27, 2021"|"Animal Poisoning Public Awareness"|"2020 Statistical Report"|"Shooting Public Assistance: C21-90695"
"https://winnipeg.ca/police/press/2021/07july/2021_07_26.stm"|"July 26, 2021"|"Homicide Arrest: C21-171436"
"https://winnipeg.ca/police/press/2021/07july/2021_07_25.stm"|"July 22, 2021"|"Homicide Investigation: C21-171436"
"https://winnipeg.ca/police/press/2021/07july/2021_07_23.stm"|"July 23, 2021"|"Assistance Investigation: C21-169966"|"Assault with a Weapon Arrest: C21-170284"|"Stabbing Investigation: C21-170383"
"https://winnipeg.ca/police/press/2021/07july/2021_07_22.stm"|"July 22, 2021"|"Court Order Violation Arrest: R21-37983"
"https://winnipeg.ca/police/press/2021/07july/2021_07_21.stm"|"July 21, 2021"|"Officer-Involved Shooting Arrest: C21-168330"
"https://winnipeg.ca/police/press/2021/07july/2021_07_20.stm"|"July 20, 2021"|"Firearm Arrest: C21-167159"|"Utter Threats Arrest: C21-167537"
"https://winnipeg.ca/police/press/2021/07july/2021_07_19.stm"|"July 19, 2021"|"Point Firearm / Utter Threats Arrest: C21-167130"
"https://winnipeg.ca/police/press/2021/07july/2021_07_17.stm"|"July 17, 2021"|"Homicide Arrest: C21-164835"
"https://winnipeg.ca/police/press/2021/07july/2021_07_16.stm"|"July 16, 2021"|"Robbery with Firearm Arrest: C21-164292"
"https://winnipeg.ca/police/press/2021/07july/2021_07_15.stm"|"July 15, 2021"|"Sirens for Life 2021 Blood Donor Challenge"
"https://winnipeg.ca/police/press/2021/07july/2021_07_14.stm"|"July 14, 2021"|"Drug & Weapon Offences Arrests: C21-162202 & R21-35616"
"https://winnipeg.ca/police/press/2021/07july/2021_07_13.stm"|"July 13, 2021"|"Weapons Arrest: C21-161827"|"Missing Person Arnold Wayne SINCLAIR: C21-162193"|"Arson Arrest Update: C21-159840"
"https://winnipeg.ca/police/press/2021/07july/2021_07_09.stm"|"July 9, 2021"|"Aggravated Assault Publicâs Assistance Requested: C21-151789"|"Firearms & Drugs Arrests: C21-157137"
"https://winnipeg.ca/police/press/2021/07july/2021_07_08.stm"|"July 8, 2021"|"Dangerous Operation of Vehicle/Mischief Investigation: R21-34923"|"Homicide Investigation: C21-157227"|"Robbery Arrest: C21-156538"|"Assault with a Weapon Investigation: C21-157870"|"Break & Enters Arrest: C21-155949"|"Drug Offence Arrests: C21-157071"
"https://winnipeg.ca/police/press/2021/07july/2021_07_07.stm"|"July 7, 2021"|"Homicide Arrests: C21-22243"|"Aggravated Assault Investigation: C21-157098"
"https://winnipeg.ca/police/press/2021/07july/2021_07_06.stm"|"July 6, 2021"|"Online Classified & e-Transfer Deposits Public Advisory"
"https://winnipeg.ca/police/press/2021/07july/2021_07_05.stm"|"July 5, 2021"|"Homicide Arrest: C21-154679"
"https://winnipeg.ca/police/press/2021/07july/2021_07_04.stm"|"July 4, 2021"|"Motor Vehicle Collision Charges: C21-53970"|"Homicide Investigation: C21-154679"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_31.stm"|"August 31, 2021"|"Road Rage Arrest: C21-189980"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_30.stm"|"August 30, 2021"|"Motor Vehicle Collision/Aggravated Assault Arrest: C21-200779"|"Firearm and Drugs Arrests: R21-44729"|"Weapons Arrest: C21-201690"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_27.stm"|"August 27, 2021"|"Sexual Assault Arrest: C21-184297"|"Sexual Assault Public Assistance: C21-184297"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_25.stm"|"August 25, 2021"|"Arrest Warrant Executed: R21-26929"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_24.stm"|"August 24, 2021"|"Sexual Assaults Update/Public Assistance Requested"|"Stabbing Investigation: C21-197058"|"Homicide - Arrest: C21-190682"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_23.stm"|"August 23, 2021"|"Homicide Public Assistance Requested: C21-190682"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_20.stm"|"August 20, 2021"|"Homicide Arrest: C21-191431"|"Fire/Homicide - Arrest: C21-190613"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_19.stm"|"August 19, 2021"|"Homicide Arrests: C21-191431"|""|"Homicide Arrests: C21-137199"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_18.stm"|"August 18, 2021"|"Fire/Homicide Investigation: C21-190613"|"Fatal Hit & Run Investigation: C21-182709"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_17.stm"|"August 17, 2021"|"Homicide Investigation: C21-190682"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_16.stm"|"August 16, 2021"|"Homicide Investigation: C21-190682"|"Fire Investigation: C21-190613"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_13.stm"|"August 13, 2021"|"Homicide Arrests: C21-183791"|"Assault with a Weapon Arrest: C21-188164"|"Counterfeit Money/Online Classifieds Public Advisory"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_12.stm"|"August 12, 2021"|"Fatal Motor Vehicle Collision Investigation: C21-187075"|"Stabbing Investigation: C21-187524"|"Weapons Arrest: C21-187154"|"Weapons Arrest: C21-187406"|"Weapons Arrest: C21-187612"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_11.stm"|"August 11, 2021"|"Fatal Hit & Run Investigation: C21-182709"|"Homicide Public Assistance: C20-187787"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_10.stm"|"August 10, 2021"|"Drugs & Weapon Arrests: C21-184822"|"Drugs and Weapon Arrests: R21-40491"|"Shooting Arrest: C21-176729"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_09.stm"|"August 9, 2021"|"Firearm Arrests: C21-184795"|""|"Homicide Arrest: C21-176898"|"Homicide Investigation: C21-183791"|"Shooting & Weapons Arrest: C21-169790"|"Public Advisory"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_08.stm"|"August 8, 2021"|"Weapon Arrests: C21-183715"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_07.stm"|"August 7, 2021"|"Damage to Property Arrest: C21-183489"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_06.stm"|"August 6, 2021"|"Homicide Public Assistance: C21-176898"|"Point Firearm Arrest: C21-75434"|"Drugs Arrests: C21-181599"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_05.stm"|"August 5, 2021"|"Winnipeg Police Service Unclaimed Goods Auction"|"Homicide Arrest: C21-178647"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_04.stm"|"August 4, 2021"|"Assault with Firearm Investigation: C21-174944"|"Assault with Firearm Investigation: C21-179379"|"Drug Trafficking Arrests: C21-177815"|"Project Return"|"Robbery with Firearm Arrest: C21-96951"
"https://winnipeg.ca/police/press/2021/08aug/2021_08_03.stm"|"August 3, 2021"|"Homicide Investigation: C21-176898"|"Homicide Arrests: C21-177838"
"https://winnipeg.ca/police/press/2021/09sept/2021_09_22.stm"|"September 22, 2021"|"Robbery Investigation: C21211440"|"Drugs Arrest: C21-210942"
"https://winnipeg.ca/police/press/2021/09sept/2021_09_21.stm"|"September 21, 2021"|"Impaired Driving/Road Rage Arrest: C21-219399"
"https://winnipeg.ca/police/press/2021/09sept/2021_09_20.stm"|"September 20, 2021"|"Robbery Investigation: C21- 217606"|"Robbery with Firearm Investigation C21-217844"|"Assault with a Weapon Arrest: C21-216808"|"Carjacking Arrests: C21-218405"
"https://winnipeg.ca/police/press/2021/09sept/2021_09_17.stm"|"September 17, 2021"|"Assault Investigation: C21-216808"
"https://winnipeg.ca/police/press/2021/09sept/2021_09_16.stm"|"September 16, 2021"|"Community Notification"
"https://winnipeg.ca/police/press/2021/09sept/2021_09_15.stm"|"September 15, 2021"|"Firearms and Drugs Arrests: C21-193230"|"Aggravated Assault Arrest: C21-213100"
